%%-*- text -*-
%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%
% This is a PROMISE data set made publicly available in order to encourage
% repeatable, verifiable, refutable, and/or improvable predictive models
% of software engineering.
%
% If you publish material based on PROMISE data sets then, please
% follow the acknowledgment guidelines posted on the PROMISE repository
% web page http://code.google.com/p/promisedata/ .
%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%

% 1. Title/Topic: PC4/ defect prediction
%
% (c) 2007 : Tim Menzies  : tim@menzies.us 
% This data set is distributed under the
% Creative Commons Attribution-Share Alike 3.0 License
% http://creativecommons.org/licenses/by-sa/3.0/
%
% You are free:
%
%    * to Share -- copy, distribute and transmit the work
%    * to Remix -- to adapt the work
%
% Under the following conditions:
%
% Attribution. You must attribute the work in the manner specified by
% the author or licensor (but not in any way that suggests that they endorse
% you or your use of the work).
%
% Share Alike. If you alter, transform, or build upon this work, you
% may distribute the resulting work only under the same, similar or a 
% compatible license.
%
%    * For any reuse or distribution, you must make clear to others the 
%      license terms of this work.
%    * Any of the above conditions can be waived if you get permission from 
%      the copyright holder.
%    * Apart from the remix rights granted under this license, nothing in 
%      this license impairs or restricts the author's moral rights.
 
% For more deatils on this data set, see 
% http://promisedata.org/repository/data/kc2/kc2.arff

@relation pc4
 
@attribute LOC_BLANK numeric
@attribute BRANCH_COUNT numeric
@attribute CALL_PAIRS numeric
@attribute LOC_CODE_AND_COMMENT numeric
@attribute LOC_COMMENTS numeric
@attribute CONDITION_COUNT numeric
@attribute CYCLOMATIC_COMPLEXITY numeric
@attribute CYCLOMATIC_DENSITY numeric
@attribute DECISION_COUNT numeric
@attribute DECISION_DENSITY numeric
@attribute DESIGN_COMPLEXITY numeric
@attribute DESIGN_DENSITY numeric
@attribute EDGE_COUNT numeric
@attribute ESSENTIAL_COMPLEXITY numeric
@attribute ESSENTIAL_DENSITY numeric
@attribute LOC_EXECUTABLE numeric
@attribute PARAMETER_COUNT numeric
@attribute HALSTEAD_CONTENT numeric
@attribute HALSTEAD_DIFFICULTY numeric
@attribute HALSTEAD_EFFORT numeric
@attribute HALSTEAD_ERROR_EST numeric
@attribute HALSTEAD_LENGTH numeric
@attribute HALSTEAD_LEVEL numeric
@attribute HALSTEAD_PROG_TIME numeric
@attribute HALSTEAD_VOLUME numeric
@attribute MAINTENANCE_SEVERITY numeric
@attribute MODIFIED_CONDITION_COUNT numeric
@attribute MULTIPLE_CONDITION_COUNT numeric
@attribute NODE_COUNT numeric
@attribute NORMALIZED_CYLOMATIC_COMPLEXITY numeric
@attribute NUM_OPERANDS numeric
@attribute NUM_OPERATORS numeric
@attribute NUM_UNIQUE_OPERANDS numeric
@attribute NUM_UNIQUE_OPERATORS numeric
@attribute NUMBER_OF_LINES numeric
@attribute PERCENT_COMMENTS numeric
@attribute LOC_TOTAL numeric
@attribute c {FALSE,TRUE}

@data
182,82,100,176,6,143,38,280,416,696,5219.89,0.03,37.2,194194.61,1.74,10788.59,43,36,12,74,37,23,0.13,2.06,17,0.74,0.06,5,117,15,0.64,140.31,0.65,19,96,390,37.59,FALSE
20,5,3,20,0,18,17,26,67,93,477.02,0.08,12.28,5856.79,0.16,325.38,5,4,3,8,4,3,0.15,2,3,1,0.1,0,15,1,0,38.85,0.33,2,14,29,13.04,FALSE
28,13,7,19,9,18,13,27,47,74,366.61,0.1,9.75,3574.45,0.12,198.58,5,4,2,8,4,3,0.11,2,3,1,0.06,0,10,1,0,37.6,0.33,2,9,49,45.71,FALSE
22,5,0,22,0,13,16,24,40,64,310.91,0.07,14.77,4591.91,0.1,255.11,7,4,1,10,5,4,0.18,2.5,2,0.5,0.14,0,12,3,0.67,21.05,0.75,3,10,28,0,FALSE
10,1,0,10,0,4,8,7,14,21,75.28,0.14,7,526.99,0.03,29.28,3,2,1,4,2,2,0.2,2,2,1,0.17,0,6,1,0,10.75,0.5,1,6,12,0,FALSE
23,27,19,22,1,21,12,54,60,114,575.06,0.06,15.43,8872.37,0.19,492.91,3,2,2,4,2,2,0.09,2,2,1,0.03,1,7,1,0,37.27,0.5,1,7,70,47.62,TRUE
19,1,3,19,0,17,16,20,42,62,312.75,0.11,9.41,2943.55,0.1,163.53,3,2,4,4,2,2,0.11,2,2,1,0.08,2,8,1,0,33.23,0.5,1,8,24,13.64,FALSE
23,14,12,20,3,26,17,34,63,97,526.35,0.09,11.12,5850.56,0.18,325.03,7,6,3,12,6,4,0.17,2,4,1,0.08,0,16,1,0,47.35,0.25,3,14,50,42.86,FALSE
24,0,23,23,1,21,18,27,48,75,396.41,0.09,11.57,4586.97,0.13,254.83,7,4,9,10,5,4,0.17,2.5,4,1,0.08,0,20,1,0,34.26,0.25,3,18,48,51.06,FALSE
25,16,8,22,3,33,27,72,115,187,1104.59,0.03,29.45,32535.15,0.37,1807.51,11,8,5,18,9,6,0.24,2.25,4,0.67,0.12,0,28,5,0.8,37.5,0.83,5,24,50,33.33,FALSE
28,1,11,28,0,24,17,33,70,103,551.83,0.09,11.69,6449.49,0.18,358.3,5,4,5,8,4,3,0.11,2,3,1,0.07,2,13,1,0,47.22,0.33,2,12,41,28.21,FALSE
16,15,8,13,3,17,15,25,34,59,295,0.09,11.03,3253.68,0.1,180.76,7,6,3,12,6,4,0.25,2,4,1,0.1,0,15,1,0,26.75,0.25,3,13,40,45.83,FALSE
71,34,26,66,5,61,26,136,206,342,2203.49,0.03,28.98,63864.99,0.73,3548.06,17,14,9,30,15,9,0.13,2.14,7,0.78,0.07,5,44,4,0.38,76.03,0.44,8,37,132,31.96,FALSE
9,1,0,9,0,7,11,18,23,41,170.97,0.07,14.14,2417.96,0.06,134.33,5,4,0,8,4,3,0.33,2,1,0.33,0.27,1,9,1,0,12.09,0.33,2,8,11,0,FALSE
151,10,65,149,2,110,31,333,448,781,5575.99,0.02,46.92,261640.64,1.86,14535.59,29,28,8,56,28,15,0.1,2,6,0.4,0.07,6,74,11,0.71,118.83,0.73,14,61,227,31.02,FALSE
27,5,2,24,3,15,16,30,55,85,421.11,0.06,16,6737.71,0.14,374.32,7,6,3,12,6,4,0.15,2,4,1,0.11,2,17,1,0,26.32,0.25,3,15,35,17.24,FALSE
104,35,17,76,28,94,32,199,327,526,3670.05,0.03,33.87,124313.16,1.22,6906.29,31,22,9,52,26,16,0.15,2.36,11,0.69,0.1,5,68,10,0.6,108.35,0.63,15,54,157,37.19,FALSE
76,49,37,60,16,96,45,319,502,821,5861.57,0.01,74.77,438244.07,1.95,24346.89,41,38,14,78,39,21,0.28,2.05,15,0.71,0.13,3,104,5,0.2,78.4,0.24,20,85,163,46.9,FALSE
16,6,2,14,2,10,16,22,37,59,277.33,0.06,17.6,4880.94,0.09,271.16,11,6,0,16,8,6,0.38,2.67,1,0.17,0.24,2,18,5,0.8,15.76,0.83,5,14,25,22.22,FALSE
16,7,7,14,2,13,13,19,32,51,239.72,0.11,9.5,2277.36,0.08,126.52,3,2,3,4,2,2,0.13,2,1,0.5,0.06,2,8,1,0,25.23,0.5,1,8,31,39.13,FALSE
35,19,0,33,2,34,12,66,69,135,745.68,0.09,11.65,8684.99,0.25,482.5,3,2,1,4,2,2,0.06,2,2,1,0.04,0,23,1,0,64.01,0.5,1,23,55,5.71,FALSE
22,10,1,17,5,18,14,31,44,75,375,0.08,12.06,4520.83,0.13,251.16,7,6,5,12,6,4,0.18,2,3,0.75,0.12,2,21,1,0,31.11,0.25,3,19,34,26.09,FALSE
9,3,6,8,1,4,6,5,7,12,39.86,0.27,3.75,149.49,0.01,8.3,3,2,0,4,2,2,0.22,2,1,0.5,0.11,1,5,1,0,10.63,0.5,1,5,19,46.67,FALSE
28,4,0,25,3,30,16,89,93,182,1005.29,0.04,23.73,23858.84,0.34,1325.49,11,10,1,20,10,6,0.21,2,6,1,0.18,2,38,1,0,42.36,0.17,5,34,33,10.71,FALSE
64,22,1,63,1,34,28,105,187,292,1738.63,0.02,43.24,75169.98,0.58,4176.1,19,14,8,28,14,11,0.17,2,9,0.82,0.13,2,55,10,0.9,40.21,0.91,7,46,88,3.08,FALSE
54,22,35,46,8,37,15,110,129,239,1362.41,0.04,22.3,30377.95,0.45,1687.66,29,16,0,44,22,15,0.28,2.75,1,0.07,0.13,0,45,3,0.14,61.1,0.2,14,32,112,48.31,FALSE
32,14,5,21,11,27,16,32,55,87,472.09,0.11,9.48,4476.07,0.16,248.67,7,6,2,12,6,4,0.13,2,3,0.75,0.08,5,15,1,0,49.79,0.25,3,13,52,43.24,FALSE
21,9,0,17,4,15,13,24,34,58,278.83,0.1,10.4,2899.8,0.09,161.1,7,6,3,12,6,4,0.19,2,4,1,0.13,2,17,4,1,26.81,1,3,15,31,19.05,FALSE
24,7,5,23,1,20,15,28,68,96,492.41,0.1,10.5,5170.32,0.16,287.24,7,6,1,12,6,4,0.17,2,4,1,0.11,1,14,4,1,46.9,1,3,12,37,20.69,FALSE
26,9,6,16,10,18,12,27,46,73,358.2,0.11,9,3223.83,0.12,179.1,5,4,2,8,4,3,0.12,2,3,1,0.07,0,10,1,0,39.8,0.33,2,9,42,50,FALSE
31,2,0,30,1,38,11,94,95,189,1061.18,0.07,13.61,14437.64,0.35,802.09,9,8,2,16,8,5,0.16,2,5,1,0.15,1,41,1,0,78,0.2,4,38,34,3.23,FALSE
26,5,6,26,0,20,16,33,66,99,511.82,0.08,13.2,6756.06,0.17,375.34,7,4,1,10,5,4,0.15,2.5,2,0.5,0.11,2,13,3,0.67,38.77,0.75,3,11,38,18.75,FALSE
26,6,0,22,4,16,15,30,39,69,341.84,0.07,14.06,4807.12,0.11,267.06,5,4,1,8,4,3,0.12,2,3,1,0.09,0,14,1,0,24.31,0.33,2,13,33,15.38,FALSE
19,15,9,12,7,17,14,44,62,106,525.14,0.06,18.12,9514.39,0.18,528.58,5,4,1,8,4,3,0.16,2,2,0.67,0.07,1,10,1,0,28.99,0.33,2,9,44,57.14,FALSE
116,51,73,107,9,55,37,193,323,516,3366.16,0.02,64.92,218524.86,1.12,12140.27,35,28,10,62,31,18,0.16,2.21,10,0.56,0.07,1,75,9,0.47,51.85,0.5,17,59,241,43.39,TRUE
93,74,18,63,30,77,29,203,284,487,3276.5,0.03,38.23,125251.55,1.09,6958.42,23,20,10,42,21,12,0.13,2.1,10,0.83,0.06,3,64,3,0.18,85.71,0.25,11,54,186,43.24,FALSE
75,46,31,40,35,66,27,153,246,399,2609.12,0.03,31.3,81653.73,0.87,4536.32,19,18,8,36,18,10,0.13,2,8,0.8,0.07,0,48,1,0,83.37,0.1,9,40,153,62.26,FALSE
33,15,19,28,5,25,21,55,73,128,707.02,0.04,23.1,16332.07,0.24,907.34,11,10,4,20,10,6,0.18,2,4,0.67,0.08,2,23,1,0,30.61,0.17,5,19,75,46.15,FALSE
19,3,0,19,0,13,11,25,32,57,261.33,0.09,10.58,2764.2,0.09,153.57,3,2,2,4,2,2,0.11,2,1,0.5,0.09,2,8,1,0,24.71,0.5,1,8,23,0,FALSE
40,10,16,39,1,26,29,65,120,185,1069.55,0.03,36.25,38771.24,0.36,2153.96,13,12,6,24,12,7,0.18,2,5,0.71,0.1,5,29,1,0,29.5,0.14,6,24,67,30.36,FALSE
21,0,0,21,0,22,17,27,45,72,380.55,0.1,10.43,3969.82,0.13,220.55,5,4,2,8,4,3,0.14,2,3,1,0.14,1,12,1,0,36.48,0.33,2,11,22,0,FALSE
67,26,32,62,5,66,24,115,199,314,2038.44,0.05,20.91,42621.97,0.68,2367.89,17,12,4,28,14,9,0.13,2.33,6,0.67,0.07,2,39,4,0.38,97.49,0.44,8,32,126,37.37,FALSE
11,3,1,9,2,9,13,10,30,40,178.38,0.14,7.22,1288.28,0.06,71.57,3,4,0,8,4,2,0.18,2,1,0.5,0.13,2,5,1,0,24.7,0.5,2,5,16,25,FALSE
22,4,0,19,3,28,16,64,70,134,731.56,0.05,18.29,13377.17,0.24,743.18,7,6,1,12,6,4,0.18,2,4,1,0.15,2,25,1,0,40.01,0.25,3,23,27,13.64,FALSE
73,6,19,72,1,50,22,83,172,255,1573.33,0.05,18.26,28729.02,0.52,1596.06,31,24,3,54,28,16,0.22,2.25,7,0.44,0.16,6,61,9,0.53,86.16,0.56,15,47,99,21.74,FALSE
32,15,19,31,1,32,27,51,90,141,829.45,0.05,21.52,17846.19,0.28,991.46,7,6,3,12,6,4,0.13,2,2,0.5,0.06,1,17,1,0,38.55,0.25,3,15,67,39.22,TRUE
9,2,8,9,0,4,7,5,10,15,51.89,0.23,4.38,227.03,0.02,12.61,3,2,0,4,2,2,0.22,2,1,0.5,0.22,0,6,1,0,11.86,0.5,1,6,9,47.06,FALSE
37,42,44,32,5,31,17,47,76,123,686.95,0.08,12.89,8852.8,0.23,491.82,11,10,10,20,10,6,0.16,2,6,1,0.05,0,30,1,0,53.31,0.17,5,26,124,60.49,FALSE
95,4,18,91,4,112,22,218,373,591,4176.06,0.05,21.41,89412.4,1.39,4967.36,35,30,5,64,32,18,0.19,2.13,16,0.89,0.15,2,80,7,0.35,195.05,0.39,17,64,118,19.47,TRUE
145,84,76,101,44,100,50,264,421,685,4951.74,0.02,66,326814.89,1.65,18156.38,37,32,10,66,33,19,0.13,2.06,8,0.42,0.06,9,82,9,0.44,75.03,0.47,17,65,306,54.3,FALSE
31,20,16,27,4,31,22,42,98,140,801.91,0.07,14.9,11951.03,0.27,663.95,11,8,4,18,9,6,0.19,2.25,5,0.83,0.09,4,22,3,0.4,53.81,0.5,5,18,68,42.55,FALSE
67,22,1,64,3,36,30,104,179,283,1710.56,0.02,43.33,74124.42,0.57,4118.02,23,18,7,36,18,13,0.19,2,9,0.69,0.14,2,59,9,0.67,39.47,0.69,9,48,91,5.88,FALSE
100,77,15,75,25,83,31,193,272,465,3177.29,0.03,36.04,114516.56,1.06,6362.03,33,30,9,62,31,17,0.17,2.07,11,0.65,0.08,3,87,9,0.5,88.15,0.53,16,72,201,34.78,FALSE
42,2,9,41,1,43,19,67,120,187,1113.43,0.07,14.8,16481.41,0.37,915.63,15,10,2,24,12,8,0.19,2.4,6,0.75,0.15,4,24,6,0.71,75.22,0.75,7,18,54,19.61,FALSE
27,19,10,22,5,19,15,34,41,75,381.56,0.07,13.42,5120.93,0.13,284.5,7,6,5,12,6,4,0.15,2,4,1,0.07,1,15,4,1,28.43,1,3,13,57,40.54,FALSE
59,16,5,59,0,77,26,186,263,449,3002.24,0.03,31.4,94278.09,1,5237.67,13,12,6,24,12,7,0.12,2,6,0.86,0.09,4,31,1,0,95.6,0.14,6,26,81,7.81,FALSE
15,9,7,15,0,18,19,27,47,74,385.5,0.07,14.25,5493.37,0.13,305.19,3,2,2,4,2,2,0.13,2,2,1,0.06,0,6,1,0,27.05,0.5,1,6,32,31.82,TRUE
27,19,16,25,2,33,19,49,71,120,684.05,0.07,14.11,9649.29,0.23,536.07,5,4,4,8,4,3,0.11,2,3,1,0.04,1,14,1,0,48.49,0.33,2,13,70,41.86,FALSE
21,12,22,19,2,21,15,27,58,85,439.44,0.1,9.64,4237.49,0.15,235.42,5,4,3,8,4,3,0.14,2,1,0.33,0.05,2,12,1,0,45.57,0.33,2,11,56,55.81,TRUE
32,19,18,28,4,31,21,43,99,142,809.46,0.07,14.56,11789.43,0.27,654.97,13,8,4,20,10,7,0.22,2.5,5,0.71,0.09,4,24,5,0.67,55.58,0.71,6,19,77,44,FALSE
14,6,15,10,4,8,13,13,26,39,171.3,0.09,10.56,1809.36,0.06,100.52,3,2,3,4,2,2,0.14,2,2,1,0.06,3,8,1,0,16.21,0.5,1,8,36,65.51,FALSE
70,33,95,65,5,52,19,230,311,541,3327.01,0.02,42.02,139798.54,1.11,7766.59,23,22,1,44,22,12,0.17,2,1,0.08,0.06,4,60,1,0,79.18,0.08,11,50,199,60.61,FALSE
45,16,28,34,11,27,19,59,96,155,856.15,0.05,20.76,17773.08,0.29,987.39,9,4,2,12,6,5,0.11,3,1,0.2,0.06,2,21,5,1,41.24,1,4,18,90,53.42,FALSE
66,36,29,45,21,50,28,94,194,288,1810.2,0.04,26.32,47644.35,0.6,2646.91,23,18,8,40,20,12,0.18,2.22,8,0.67,0.08,4,48,5,0.36,68.78,0.42,11,38,143,52.63,FALSE
22,9,10,16,6,19,24,41,68,109,591.46,0.04,25.89,15315.78,0.2,850.88,7,6,1,12,6,4,0.18,2,2,0.5,0.1,0,14,1,0,22.84,0.25,3,12,42,50,FALSE
23,12,0,22,1,17,13,28,38,66,323.85,0.09,10.71,3467.15,0.11,192.62,7,6,4,12,6,4,0.17,2,4,1,0.11,2,19,4,1,30.25,1,3,17,36,4.35,FALSE
15,6,4,10,5,10,14,14,31,45,206.32,0.1,9.8,2021.97,0.07,112.33,3,2,1,4,2,2,0.13,2,1,0.5,0.08,4,6,1,0,21.05,0.5,1,6,26,47.37,FALSE
119,67,41,92,27,32,19,192,274,466,2643.35,0.02,57,150670.96,0.88,8370.61,29,28,10,56,28,15,0.13,2,15,1,0.07,2,76,15,1,46.37,1,14,63,228,42.5,FALSE
10,2,0,10,0,3,8,6,10,16,55.35,0.13,8,442.81,0.02,24.6,3,2,0,4,2,2,0.2,2,1,0.5,0.15,1,5,1,0,6.92,0.5,1,5,13,0,FALSE
124,16,29,121,3,114,24,221,316,537,3817.28,0.04,23.26,88801.93,1.27,4933.44,29,26,5,54,27,15,0.12,2.08,12,0.8,0.09,0,76,3,0.14,164.09,0.2,14,63,170,20.92,TRUE
99,62,46,92,7,168,24,373,449,822,6234.84,0.04,26.64,166113.93,2.08,9228.55,7,6,3,12,6,4,0.04,2,4,1,0.02,0,15,1,0,234.02,0.25,3,13,215,36.55,TRUE
14,4,7,14,0,10,14,16,25,41,187.98,0.09,11.2,2105.41,0.06,116.97,5,4,2,8,4,3,0.21,2,3,1,0.12,1,12,1,0,16.78,0.33,2,11,26,33.33,FALSE
16,5,13,16,0,10,14,13,29,42,192.57,0.11,9.1,1752.37,0.06,97.35,3,2,3,4,2,2,0.13,2,2,1,0.06,3,7,1,0,21.16,0.5,1,7,35,44.83,FALSE
33,12,8,32,1,46,18,96,118,214,1284,0.05,18.78,24116.87,0.43,1339.83,3,2,2,4,2,2,0.06,2,2,1,0.04,0,6,1,0,68.36,0.5,1,6,54,21.95,FALSE
67,16,8,62,5,46,19,91,174,265,1595.93,0.05,18.79,29993.03,0.53,1666.28,25,18,5,42,23,13,0.19,2.33,10,0.77,0.14,3,48,9,0.67,84.92,0.69,12,37,92,17.33,FALSE
40,12,12,38,2,40,22,70,106,176,1047.94,0.05,19.25,20172.82,0.35,1120.71,9,8,4,16,8,5,0.13,2,5,1,0.07,1,22,1,0,54.44,0.2,4,19,73,26.92,FALSE
27,23,20,24,3,25,19,40,80,120,655.13,0.07,15.2,9958,0.22,553.22,9,8,6,16,8,5,0.19,2,2,0.4,0.07,0,23,1,0,43.1,0.2,4,20,71,48.94,FALSE
50,1,0,49,1,32,26,53,79,132,773.25,0.05,21.53,16649.11,0.26,924.95,16,4,1,8,4,13,0.26,2,13,1,0.25,1,36,1,0,35.91,0.08,2,25,52,2,FALSE
72,39,58,68,4,42,24,76,111,187,1130.3,0.05,21.71,24543.69,0.38,1363.54,23,18,10,40,20,12,0.17,2.22,7,0.58,0.07,5,49,5,0.36,52.05,0.42,11,39,177,47.69,FALSE
95,40,19,65,30,80,31,215,299,514,3492.33,0.02,41.66,145477.36,1.16,8082.08,25,22,10,46,23,13,0.14,2.09,10,0.77,0.08,3,69,3,0.17,83.84,0.23,12,58,155,42.98,FALSE
20,14,9,19,1,18,14,26,46,72,360,0.1,10.11,3640,0.12,202.22,5,4,4,8,4,3,0.15,2,3,1,0.07,1,13,1,0,35.6,0.33,2,12,44,34.48,FALSE
64,31,25,52,12,54,37,140,210,350,2277.73,0.02,47.96,109246.59,0.76,6069.25,19,16,5,34,17,10,0.16,2.13,6,0.6,0.08,2,41,3,0.22,47.49,0.3,9,33,121,41.57,FALSE
456,42,339,411,45,314,48,568,932,1500,12749.77,0.02,43.41,553518.63,4.25,30751.03,141,106,24,238,119,73,0.16,2.25,41,0.56,0.13,7,303,30,0.4,293.68,0.41,66,232,555,48.3,TRUE
15,7,0,15,0,15,12,19,41,60,285.29,0.13,7.6,2168.23,0.1,120.46,3,2,0,4,2,2,0.13,2,1,0.5,0.09,2,6,1,0,37.54,0.5,1,6,23,0,FALSE
33,27,22,29,4,33,22,37,74,111,641.73,0.08,12.33,7914.68,0.21,439.7,9,8,1,16,8,5,0.15,2,3,0.6,0.06,0,18,1,0,52.03,0.2,4,15,83,47.27,TRUE
45,15,22,36,9,27,19,61,121,182,1005.29,0.05,21.46,21576.47,0.34,1198.69,11,10,4,20,10,6,0.13,2,6,1,0.07,3,30,1,0,46.84,0.17,5,26,83,46.27,FALSE
12,7,9,12,0,6,4,7,9,16,53.15,0.43,2.33,124.02,0.02,6.89,3,2,3,4,2,2,0.17,2,2,1,0.07,1,7,1,0,22.78,0.5,1,7,29,42.86,FALSE
30,8,0,29,1,23,20,47,71,118,640.3,0.05,20.43,13084.38,0.21,726.91,19,14,6,32,16,10,0.33,2.29,8,0.8,0.26,2,40,10,1,31.33,1,9,32,39,3.33,FALSE
40,31,30,33,7,35,19,68,104,172,989.84,0.05,18.46,18269.63,0.33,1014.98,11,10,5,20,10,6,0.15,2,5,0.83,0.06,0,26,1,0,53.63,0.17,5,22,102,52.86,TRUE
41,15,21,41,0,42,17,117,130,247,1453.01,0.04,23.68,34405.27,0.48,1911.4,7,6,4,12,6,4,0.1,2,4,1,0.05,7,25,1,0,61.36,0.25,3,23,78,33.87,FALSE
