%%-*- text -*-
%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%
% This is a PROMISE data set made publicly available in order to encourage
% repeatable, verifiable, refutable, and/or improvable predictive models
% of software engineering.
%
% If you publish material based on PROMISE data sets then, please
% follow the acknowledgment guidelines posted on the PROMISE repository
% web page http://code.google.com/p/promisedata/ .
%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%

% 1. Title/Topic: PC4/ defect prediction
%
% (c) 2007 : Tim Menzies  : tim@menzies.us 
% This data set is distributed under the
% Creative Commons Attribution-Share Alike 3.0 License
% http://creativecommons.org/licenses/by-sa/3.0/
%
% You are free:
%
%    * to Share -- copy, distribute and transmit the work
%    * to Remix -- to adapt the work
%
% Under the following conditions:
%
% Attribution. You must attribute the work in the manner specified by
% the author or licensor (but not in any way that suggests that they endorse
% you or your use of the work).
%
% Share Alike. If you alter, transform, or build upon this work, you
% may distribute the resulting work only under the same, similar or a 
% compatible license.
%
%    * For any reuse or distribution, you must make clear to others the 
%      license terms of this work.
%    * Any of the above conditions can be waived if you get permission from 
%      the copyright holder.
%    * Apart from the remix rights granted under this license, nothing in 
%      this license impairs or restricts the author's moral rights.
 
% For more deatils on this data set, see 
% http://promisedata.org/repository/data/kc2/kc2.arff

@relation pc4
 
@attribute LOC_BLANK numeric
@attribute BRANCH_COUNT numeric
@attribute CALL_PAIRS numeric
@attribute LOC_CODE_AND_COMMENT numeric
@attribute LOC_COMMENTS numeric
@attribute CONDITION_COUNT numeric
@attribute CYCLOMATIC_COMPLEXITY numeric
@attribute CYCLOMATIC_DENSITY numeric
@attribute DECISION_COUNT numeric
@attribute DECISION_DENSITY numeric
@attribute DESIGN_COMPLEXITY numeric
@attribute DESIGN_DENSITY numeric
@attribute EDGE_COUNT numeric
@attribute ESSENTIAL_COMPLEXITY numeric
@attribute ESSENTIAL_DENSITY numeric
@attribute LOC_EXECUTABLE numeric
@attribute PARAMETER_COUNT numeric
@attribute HALSTEAD_CONTENT numeric
@attribute HALSTEAD_DIFFICULTY numeric
@attribute HALSTEAD_EFFORT numeric
@attribute HALSTEAD_ERROR_EST numeric
@attribute HALSTEAD_LENGTH numeric
@attribute HALSTEAD_LEVEL numeric
@attribute HALSTEAD_PROG_TIME numeric
@attribute HALSTEAD_VOLUME numeric
@attribute MAINTENANCE_SEVERITY numeric
@attribute MODIFIED_CONDITION_COUNT numeric
@attribute MULTIPLE_CONDITION_COUNT numeric
@attribute NODE_COUNT numeric
@attribute NORMALIZED_CYLOMATIC_COMPLEXITY numeric
@attribute NUM_OPERANDS numeric
@attribute NUM_OPERATORS numeric
@attribute NUM_UNIQUE_OPERANDS numeric
@attribute NUM_UNIQUE_OPERATORS numeric
@attribute NUMBER_OF_LINES numeric
@attribute PERCENT_COMMENTS numeric
@attribute LOC_TOTAL numeric
@attribute c {FALSE,TRUE}

@data
11,3,2,10,1,3,8,14,31,45,155.67,0.05,18.67,2905.92,0.05,161.44,3,0,0,0,0,2,0.18,0,1,0.5,0.11,0,6,1,0,8.34,0.5,0,6,18,23.08,FALSE
11,4,0,11,0,11,13,41,56,97,444.74,0.04,24.23,10774.87,0.15,598.6,19,0,2,0,0,10,0.91,0,9,0.9,0.59,0,33,1,0,18.36,0.1,0,25,17,0,FALSE
11,2,0,11,0,7,9,11,18,29,116,0.14,7.07,820.29,0.04,45.57,3,2,2,4,2,2,0.18,2,2,1,0.13,0,8,1,0,16.4,0.5,1,8,16,0,FALSE
12,7,0,12,0,8,6,10,20,30,114.22,0.27,3.75,428.33,0.04,23.8,5,2,5,4,2,3,0.25,2,3,1,0.11,0,15,1,0,30.46,0.33,1,14,28,0,FALSE
18,5,3,18,0,6,8,20,81,101,384.54,0.08,13.33,5127.24,0.13,284.85,1,0,1,0,0,1,0.06,0,1,1,0.04,1,3,1,0,28.84,1,0,4,28,14.29,FALSE
7,0,0,7,0,5,7,17,23,40,143.4,0.08,11.9,1706.44,0.05,94.8,3,2,0,4,2,2,0.29,2,1,0.5,0.22,3,7,1,0,12.05,0.5,1,7,9,0,FALSE
12,1,5,11,1,14,17,24,41,65,322.02,0.07,14.57,4692.33,0.11,260.69,1,0,1,0,0,1,0.08,0,1,1,0.05,2,2,1,0,22.1,1,0,3,21,35.29,FALSE
4,1,0,4,0,9,14,11,17,28,126.66,0.12,8.56,1083.64,0.04,60.2,3,2,1,4,2,2,0.5,2,2,1,0.25,0,5,1,0,14.8,0.5,1,5,8,0,FALSE
14,4,0,14,0,13,11,25,42,67,307.19,0.09,10.58,3249.15,0.1,180.51,5,2,3,6,3,3,0.21,3,2,0.67,0.15,0,12,1,0,29.04,0.33,2,11,20,0,FALSE
0,0,0,0,0,1,4,1,4,5,11.61,0.5,2,23.22,0,1.29,1,0,0,0,0,1,1,0,1,1,1,0,1,1,0,5.8,1,0,2,1,0,FALSE
8,1,0,8,0,7,11,13,36,49,204.33,0.1,10.21,2087.05,0.07,115.95,7,0,3,0,0,4,0.5,0,3,0.75,0.27,0,16,1,0,20,0.25,0,14,15,0,FALSE
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,1,0.08,2,2,1,0,0,1,0,3,12,0,FALSE
12,1,0,12,0,8,11,17,24,41,174.17,0.09,11.69,2035.55,0.06,113.09,7,0,2,0,0,4,0.33,0,3,0.75,0.25,0,15,1,0,14.9,0.25,0,13,16,0,FALSE
48,1,0,31,17,28,26,102,141,243,1398.44,0.02,47.36,66226,0.47,3679.22,19,0,0,0,0,10,0.21,0,1,0.1,0.2,3,40,8,0,29.53,0.8,0,32,50,35.42,FALSE
10,1,0,10,0,6,10,7,18,25,100,0.17,5.83,583.33,0.03,32.4,1,0,1,0,0,1,0.1,0,1,1,0.08,0,2,1,0,17.14,1,0,3,13,0,FALSE
36,7,3,36,0,18,16,40,66,106,539.27,0.06,17.78,9587.04,0.18,532.61,7,2,4,4,2,5,0.14,2,5,1,0.1,1,16,1,0,30.33,0.2,1,13,48,7.69,FALSE
30,11,11,29,1,26,15,37,55,92,492.89,0.09,10.67,5260.7,0.16,292.26,7,2,6,4,2,5,0.17,2,5,1,0.09,0,19,1,0,46.18,0.2,1,16,54,29.27,FALSE
7,0,0,7,0,5,9,5,15,20,76.15,0.22,4.5,342.66,0.03,19.04,3,0,1,0,0,2,0.29,0,1,0.5,0.22,0,6,1,0,16.92,0.5,0,6,9,0,FALSE
12,9,6,9,3,6,10,12,25,37,148,0.1,10,1480,0.05,82.22,7,6,3,12,6,4,0.33,2,4,1,0.14,0,14,1,0,14.8,0.25,3,12,29,50,FALSE
12,1,0,12,0,8,11,21,56,77,327.09,0.07,14.44,4722.37,0.11,262.35,11,0,4,0,0,6,0.5,0,5,0.83,0.32,0,26,1,0,22.66,0.17,0,22,19,0,FALSE
0,0,0,0,0,3,6,4,8,12,38.04,0.25,4,152.16,0.01,8.45,3,0,0,0,0,2,1,0,1,0.5,2,0,6,1,0,9.51,0.5,0,6,1,0,FALSE
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,3,1,0,2,0.67,0.33,2,10,3,1,0,1,0,9,9,0,FALSE
20,1,1,19,1,7,17,29,48,77,353.04,0.03,35.21,12432.13,0.12,690.67,11,0,1,0,0,6,0.3,0,2,0.33,0.26,2,17,6,1,10.03,1,0,13,23,9.52,FALSE
9,4,0,9,0,6,18,18,44,62,284.27,0.04,27,7675.23,0.09,426.4,5,4,1,10,5,3,0.33,2,1,0.33,0.2,2,8,1,0,10.53,0.33,3,7,15,0,FALSE
47,14,3,43,4,43,13,89,133,222,1289.23,0.07,13.45,17344.68,0.43,963.59,5,4,0,8,4,3,0.06,2,1,0.33,0.05,0,9,1,0,95.83,0.33,2,8,66,14,FALSE
6,2,0,6,0,5,10,9,17,26,101.58,0.11,9,914.21,0.03,50.79,1,0,0,0,0,1,0.17,0,1,1,0.1,1,1,1,0,11.29,1,0,2,10,0,FALSE
23,7,0,16,7,13,15,37,85,122,586.5,0.05,21.35,12519.46,0.2,695.53,17,0,6,0,0,9,0.39,0,7,0.78,0.25,0,38,7,0,27.48,0.78,0,31,36,30.43,FALSE
24,16,0,22,2,31,15,49,62,111,613.12,0.08,11.85,7268.38,0.2,403.8,11,6,11,12,6,6,0.25,2,3,0.5,0.14,0,32,5,0,51.72,0.83,3,28,42,8.33,FALSE
2,3,1,2,0,1,3,1,3,4,8,0.67,1.5,12,0,0.67,1,0,1,0,0,1,0.5,0,1,1,0.13,0,2,1,0,5.33,1,0,3,8,33.33,FALSE
75,1,0,75,0,42,31,239,417,656,4060.52,0.01,88.2,358147.97,1.35,19897.11,107,0,7,0,0,54,0.72,0,24,0.44,0.7,3,219,25,0,46.04,0.46,0,167,77,0,FALSE
34,27,23,33,1,25,10,118,221,339,1738.83,0.04,23.6,41036.32,0.58,2279.8,3,2,1,4,2,2,0.06,2,2,1,0.02,0,32,1,0,73.68,0.5,1,32,86,42.11,TRUE
9,3,0,9,0,9,12,14,21,35,153.73,0.11,9.33,1434.82,0.05,79.71,5,2,2,6,3,3,0.33,3,3,1,0.21,1,9,3,1,16.47,1,2,8,14,0,FALSE
7,1,0,7,0,7,12,10,29,39,165.67,0.12,8.57,1420.02,0.06,78.89,5,0,2,0,0,3,0.43,0,2,0.67,0.21,0,11,1,0,19.33,0.33,0,10,14,0,FALSE
13,8,8,13,0,10,7,11,22,33,134.89,0.26,3.85,519.3,0.04,28.85,3,2,7,4,2,2,0.15,2,2,1,0.06,0,11,1,0,35.04,0.5,1,11,31,38.1,TRUE
3,10,0,2,1,3,3,3,4,7,18.09,0.67,1.5,27.14,0.01,1.51,1,0,1,0,0,1,0.33,0,1,1,0.06,1,4,1,0,12.06,1,0,5,18,33.33,FALSE
7,1,1,7,0,7,11,8,16,24,100.08,0.16,6.29,629.06,0.03,34.95,3,0,2,0,0,2,0.29,0,2,1,0.2,1,7,1,0,15.92,0.5,0,7,10,12.5,FALSE
6,1,0,6,0,8,9,9,15,24,98.1,0.2,5.06,496.63,0.03,27.59,5,0,2,0,0,3,0.5,0,3,1,0.3,0,8,3,1,19.38,1,0,7,10,0,FALSE
2,0,0,2,0,3,3,3,4,7,18.09,0.67,1.5,27.14,0.01,1.51,1,0,0,0,0,1,0.5,0,1,1,0.25,0,1,1,0,12.06,1,0,2,4,0,FALSE
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,2,1,0,1,0.5,0.13,2,7,1,0,0,0.5,0,7,15,0,FALSE
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,2,1,0,1,0.5,0.29,1,6,1,0,0,0.5,0,6,7,0,FALSE
2,2,0,2,0,2,4,2,4,6,15.51,0.5,2,31.02,0.01,1.72,1,0,1,0,0,1,0.5,0,1,1,0.17,1,2,1,0,7.75,1,0,3,6,0,FALSE
3,0,0,3,0,3,6,4,8,12,38.04,0.25,4,152.16,0.01,8.45,1,0,1,0,0,1,0.33,0,1,1,0.2,1,2,1,0,9.51,1,0,3,5,0,FALSE
7,0,0,5,2,7,9,14,14,28,112,0.11,9,1008,0.04,56,3,2,0,4,2,2,0.29,2,1,0.5,0.18,3,6,1,0,12.44,0.5,1,6,11,28.57,FALSE
22,3,5,2,20,11,13,23,41,64,293.44,0.07,13.59,3988.08,0.1,221.56,7,6,2,12,6,4,0.18,2,4,1,0.13,0,15,1,0,21.59,0.25,3,13,32,92.59,TRUE
63,14,16,52,11,23,25,91,154,245,1368.32,0.02,49.46,67672.14,0.46,3759.56,25,20,9,44,22,13,0.21,2,6,0.46,0.14,0,54,5,0,27.67,0.38,12,43,95,34.18,TRUE
2,0,0,2,0,2,7,4,9,13,41.21,0.14,7,288.46,0.01,16.03,1,0,1,0,0,1,0.5,0,1,1,0.25,1,2,1,0,5.89,1,0,3,4,0,FALSE
17,5,0,17,0,9,10,20,36,56,237.88,0.09,11.11,2643.15,0.08,146.84,3,2,3,4,2,2,0.12,2,2,1,0.08,1,9,1,0,21.41,0.5,1,9,24,0,FALSE
116,37,48,115,1,47,24,156,326,482,2964.18,0.03,39.83,118062.58,0.99,6559.03,48,0,0,0,0,27,0.23,0,1,0.04,0.13,4,93,13,0,74.42,0.48,0,68,203,29.88,FALSE
14,2,1,14,0,6,4,60,61,121,401.95,0.05,20,8039.07,0.13,446.61,1,0,0,0,0,1,0.07,0,1,1,0.05,2,1,1,0,20.1,1,0,2,20,6.67,FALSE
11,7,2,9,2,6,11,21,30,51,208.46,0.05,19.25,4012.87,0.07,222.94,5,4,1,8,4,3,0.27,2,2,0.67,0.14,0,9,1,0,10.83,0.33,2,8,22,30.77,FALSE
10,4,1,8,2,7,11,14,22,36,150.12,0.09,11,1651.29,0.05,91.74,3,2,1,4,2,2,0.2,2,2,1,0.12,0,7,1,0,13.65,0.5,1,7,17,27.27,FALSE
82,25,5,73,9,53,19,178,220,398,2455.63,0.03,31.91,78348.5,0.82,4352.69,15,12,14,26,13,8,0.1,2,6,0.75,0.07,2,47,4,0,76.97,0.5,7,41,115,16.09,TRUE
6,4,2,6,0,7,12,10,24,34,144.43,0.12,8.57,1237.97,0.05,68.78,1,0,0,0,0,1,0.17,0,1,1,0.07,0,1,1,0,16.85,1,0,2,14,25,FALSE
12,3,3,10,2,13,13,30,37,67,314.93,0.07,15,4723.94,0.1,262.44,7,4,2,10,5,4,0.33,2,3,0.75,0.18,5,12,4,1,21,1,3,10,22,33.33,FALSE
16,5,2,16,0,10,11,20,42,62,272.32,0.09,11,2995.56,0.09,166.42,3,2,1,4,2,2,0.13,2,1,0.5,0.08,1,6,1,0,24.76,0.5,1,6,25,11.11,FALSE
51,21,58,51,0,32,20,73,102,175,997.58,0.04,22.81,22757.22,0.33,1264.29,11,10,3,20,10,6,0.12,2,2,0.33,0.05,1,30,1,0,43.73,0.17,5,26,132,53.21,FALSE
6,5,0,6,0,5,6,11,30,41,141.84,0.15,6.6,936.12,0.05,52.01,1,0,0,0,0,1,0.17,0,1,1,0.08,0,1,1,0,21.49,1,0,2,13,0,FALSE
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2,0,0,3,1,0,2,0.67,0.3,2,11,3,1,0,1,0,10,10,0,FALSE
4,4,1,4,0,6,7,7,14,21,77.71,0.24,4.08,317.31,0.03,17.63,1,0,2,0,0,1,0.25,0,1,1,0.08,2,3,1,0,19.03,1,0,4,12,20,FALSE
5,2,0,4,1,6,7,6,9,15,55.51,0.29,3.5,194.27,0.02,10.79,1,0,1,0,0,1,0.2,0,1,1,0.11,1,2,1,0,15.86,1,0,3,9,20,FALSE
41,29,30,31,10,31,10,144,248,392,2100.16,0.04,23.23,48777.92,0.7,2709.88,7,6,1,12,6,4,0.1,2,4,1,0.04,0,42,1,0,90.42,0.25,3,40,102,56.34,TRUE
5,1,0,5,0,5,10,6,17,23,89.86,0.17,6,539.15,0.03,29.95,1,0,1,0,0,1,0.2,0,1,1,0.13,0,2,1,0,14.98,1,0,3,8,0,FALSE
10,0,2,9,1,6,6,34,30,64,229.44,0.06,17,3900.44,0.08,216.69,13,12,0,24,12,7,0.7,2,1,0.14,0.5,0,31,1,0,13.5,0.14,6,26,14,25,FALSE
19,2,0,19,0,24,18,70,74,144,776.49,0.04,26.25,20382.96,0.26,1132.39,17,0,2,0,0,9,0.47,0,4,0.44,0.41,0,32,6,0,29.58,0.67,0,25,22,0,FALSE
2,1,0,2,0,1,4,1,4,5,11.61,0.5,2,23.22,0,1.29,1,0,0,0,0,1,0.5,0,1,1,0.2,0,1,1,0,5.8,1,0,2,5,0,FALSE
2,2,1,2,0,1,3,1,3,4,8,0.67,1.5,12,0,0.67,1,0,1,0,0,1,0.5,0,1,1,0.14,0,2,1,0,5.33,1,0,3,7,33.33,FALSE
25,10,9,22,3,9,15,50,92,142,651.06,0.02,41.67,27127.69,0.22,1507.09,15,10,2,24,12,8,0.32,2,4,0.5,0.17,0,26,1,0,15.63,0.13,7,20,46,35.29,FALSE
29,1,5,24,5,31,27,81,109,190,1113.02,0.03,35.27,39260.76,0.37,2181.15,15,0,1,0,0,9,0.31,0,4,0.44,0.25,0,35,4,0,31.55,0.44,0,28,36,29.41,FALSE
5,2,0,3,2,4,5,7,9,16,50.72,0.23,4.38,221.89,0.02,12.33,1,0,2,0,0,1,0.2,0,1,1,0.11,1,3,1,0,11.59,1,0,4,9,40,FALSE
9,6,3,9,0,6,12,10,24,34,141.78,0.1,10,1417.77,0.05,78.77,3,2,0,4,2,2,0.22,2,1,0.5,0.1,1,6,1,0,14.18,0.5,1,6,20,25,FALSE
6,0,0,6,0,11,12,14,18,32,144.75,0.13,7.64,1105.39,0.05,61.41,3,2,1,4,2,2,0.33,2,2,1,0.25,1,5,1,0,18.96,0.5,1,5,8,0,FALSE
5,1,0,5,0,6,10,9,16,25,100,0.13,7.5,750,0.03,41.67,3,0,0,0,0,2,0.4,0,1,0.5,0.29,1,5,1,0,13.33,0.5,0,5,7,0,FALSE
10,5,0,10,0,7,9,13,28,41,164,0.12,8.36,1370.57,0.05,76.14,1,0,1,0,0,1,0.1,0,1,1,0.06,1,2,1,0,19.62,1,0,3,17,0,FALSE
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,2,1,0,2,1,0.12,1,7,1,0,0,0.5,0,7,17,0,FALSE
11,2,0,11,0,8,12,20,29,49,211.77,0.07,15,3176.62,0.07,176.48,7,0,2,0,0,4,0.36,0,1,0.25,0.27,2,15,1,0,14.12,0.25,0,13,15,0,FALSE
6,7,7,6,0,8,5,13,14,27,99.91,0.25,4.05,405.89,0.03,22.55,1,0,2,0,0,1,0.17,0,1,1,0.05,0,5,1,0,24.59,1,0,6,22,53.85,FALSE
7,1,0,7,0,5,8,9,15,24,88.81,0.14,7.2,639.44,0.03,35.52,3,2,0,4,2,2,0.29,2,1,0.5,0.2,0,6,1,0,12.33,0.5,1,6,10,0,FALSE
7,1,1,7,0,7,12,11,15,26,110.45,0.11,9.43,1041.34,0.04,57.85,5,0,1,0,0,3,0.43,0,2,0.67,0.3,0,10,3,1,11.71,1,0,9,10,12.5,FALSE
14,2,6,14,0,12,7,22,40,62,263.37,0.16,6.42,1689.97,0.09,93.89,1,0,3,0,0,1,0.07,0,1,1,0.04,0,10,1,0,41.04,1,0,11,24,30,FALSE
85,31,17,74,11,46,18,125,166,291,1746,0.04,24.46,42701.09,0.58,2372.28,23,20,15,42,21,12,0.14,2,10,0.83,0.09,0,61,4,0,71.39,0.33,11,51,135,27.45,TRUE
9,4,0,9,0,7,9,10,16,26,104,0.16,6.43,668.57,0.03,37.14,3,2,2,4,2,2,0.22,2,2,1,0.13,1,6,1,0,16.18,0.5,1,6,16,0,FALSE
13,3,0,13,0,5,8,11,19,30,111.01,0.11,8.8,976.92,0.04,54.27,3,2,0,4,2,2,0.15,2,1,0.5,0.11,0,6,1,0,12.62,0.5,1,6,19,0,FALSE
7,3,0,7,0,9,8,17,25,42,171.67,0.13,7.56,1297.09,0.06,72.06,1,0,1,0,0,1,0.14,0,1,1,0.06,5,2,1,0,22.72,1,0,3,16,0,FALSE
25,1,0,25,0,18,18,56,121,177,915.08,0.04,28,25622.15,0.31,1423.45,7,0,0,0,0,4,0.16,0,1,0.25,0.14,1,14,1,0,32.68,0.25,0,12,28,0,FALSE
5,1,0,5,0,6,6,8,11,19,68.11,0.25,4,272.46,0.02,15.14,5,0,2,0,0,3,0.6,0,3,1,0.38,0,9,1,0,17.03,0.33,0,8,8,0,FALSE
47,9,7,31,16,24,20,58,90,148,808,0.04,24.17,19526.57,0.27,1084.81,11,10,3,20,10,6,0.13,2,2,0.33,0.09,1,25,1,0,33.43,0.17,5,21,65,42.59,TRUE
37,15,8,31,6,22,15,87,118,205,1067.94,0.03,29.66,31674.07,0.36,1759.67,3,2,1,4,2,2,0.05,2,2,1,0.03,0,7,1,0,36.01,0.5,1,7,62,31.11,FALSE
40,20,8,29,11,29,21,47,84,131,739.35,0.06,17.02,12581.62,0.25,698.98,7,2,6,4,2,5,0.13,2,5,1,0.07,0,21,1,0,43.45,0.2,1,18,70,39.58,TRUE
32,7,14,25,7,31,25,82,102,184,1068.55,0.03,33.06,35331.2,0.36,1962.84,29,0,3,0,0,15,0.47,0,5,0.33,0.27,0,63,9,0,32.32,0.6,0,50,55,45.65,FALSE
15,7,0,14,1,11,13,25,41,66,302.61,0.07,14.77,4470.34,0.1,248.35,3,2,0,4,2,2,0.13,2,1,0.5,0.07,6,6,1,0,20.48,0.5,1,6,30,6.67,TRUE
45,12,8,20,25,20,11,61,80,141,698.54,0.06,16.78,11718.04,0.23,651,7,6,4,12,6,4,0.09,2,3,0.75,0.06,0,18,1,0,41.64,0.25,3,16,67,62.26,TRUE
12,1,0,12,0,10,19,27,70,97,471.22,0.04,25.65,12086.9,0.16,671.49,3,2,1,4,2,2,0.17,2,1,0.5,0.13,2,7,1,0,18.37,0.5,1,7,16,0,FALSE
40,10,5,40,0,18,21,80,108,188,993.66,0.02,46.67,46370.6,0.33,2576.14,25,24,4,48,24,13,0.33,2,6,0.46,0.23,2,56,1,0,21.29,0.08,12,45,57,11.11,FALSE
14,2,6,14,0,12,7,22,40,62,263.37,0.16,6.42,1689.97,0.09,93.89,1,0,3,0,0,1,0.07,0,1,1,0.04,0,10,1,0,41.04,1,0,11,24,30,FALSE
13,13,13,12,1,19,17,33,59,92,475.63,0.07,14.76,7021.85,0.16,390.1,1,0,5,0,0,1,0.08,0,1,1,0.02,0,6,1,0,32.22,1,0,7,41,53.85,FALSE
