%%-*- text -*-
%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%
% This is a PROMISE data set made publicly available in order to encourage
% repeatable, verifiable, refutable, and/or improvable predictive models
% of software engineering.
%
% If you publish material based on PROMISE data sets then, please
% follow the acknowledgment guidelines posted on the PROMISE repository
% web page http://code.google.com/p/promisedata/ .
%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%

% 1. Title/Topic: PC4/ defect prediction
%
% (c) 2007 : Tim Menzies  : tim@menzies.us 
% This data set is distributed under the
% Creative Commons Attribution-Share Alike 3.0 License
% http://creativecommons.org/licenses/by-sa/3.0/
%
% You are free:
%
%    * to Share -- copy, distribute and transmit the work
%    * to Remix -- to adapt the work
%
% Under the following conditions:
%
% Attribution. You must attribute the work in the manner specified by
% the author or licensor (but not in any way that suggests that they endorse
% you or your use of the work).
%
% Share Alike. If you alter, transform, or build upon this work, you
% may distribute the resulting work only under the same, similar or a 
% compatible license.
%
%    * For any reuse or distribution, you must make clear to others the 
%      license terms of this work.
%    * Any of the above conditions can be waived if you get permission from 
%      the copyright holder.
%    * Apart from the remix rights granted under this license, nothing in 
%      this license impairs or restricts the author's moral rights.
 
% For more deatils on this data set, see 
% http://promisedata.org/repository/data/kc2/kc2.arff

@relation pc4
 
@attribute LOC_BLANK numeric
@attribute BRANCH_COUNT numeric
@attribute CALL_PAIRS numeric
@attribute LOC_CODE_AND_COMMENT numeric
@attribute LOC_COMMENTS numeric
@attribute CONDITION_COUNT numeric
@attribute CYCLOMATIC_COMPLEXITY numeric
@attribute CYCLOMATIC_DENSITY numeric
@attribute DECISION_COUNT numeric
@attribute DECISION_DENSITY numeric
@attribute DESIGN_COMPLEXITY numeric
@attribute DESIGN_DENSITY numeric
@attribute EDGE_COUNT numeric
@attribute ESSENTIAL_COMPLEXITY numeric
@attribute ESSENTIAL_DENSITY numeric
@attribute LOC_EXECUTABLE numeric
@attribute PARAMETER_COUNT numeric
@attribute HALSTEAD_CONTENT numeric
@attribute HALSTEAD_DIFFICULTY numeric
@attribute HALSTEAD_EFFORT numeric
@attribute HALSTEAD_ERROR_EST numeric
@attribute HALSTEAD_LENGTH numeric
@attribute HALSTEAD_LEVEL numeric
@attribute HALSTEAD_PROG_TIME numeric
@attribute HALSTEAD_VOLUME numeric
@attribute MAINTENANCE_SEVERITY numeric
@attribute MODIFIED_CONDITION_COUNT numeric
@attribute MULTIPLE_CONDITION_COUNT numeric
@attribute NODE_COUNT numeric
@attribute NORMALIZED_CYLOMATIC_COMPLEXITY numeric
@attribute NUM_OPERANDS numeric
@attribute NUM_OPERATORS numeric
@attribute NUM_UNIQUE_OPERANDS numeric
@attribute NUM_UNIQUE_OPERATORS numeric
@attribute NUMBER_OF_LINES numeric
@attribute PERCENT_COMMENTS numeric
@attribute LOC_TOTAL numeric
@attribute C {FALSE,TRUE}

@data
128,34,62,107,21,70,34,209,285,494,3310.02,0.02,50.76,168007.02,1.1,9333.72,37,36,4,72,36,19,0.15,2,3,0.16,0.08,0,90,1,0,65.2,0.05,18,73,225,43.68,TRUE
7,1,1,7,0,8,9,9,15,24,98.1,0.2,5.06,496.63,0.03,27.59,5,2,2,6,3,3,0.43,3,3,1,0.3,0,8,3,1,19.38,1,2,7,10,12.5,FALSE
7,4,0,7,0,8,11,16,18,34,144.43,0.09,11,1588.72,0.05,88.26,5,4,1,8,4,3,0.43,2,2,0.67,0.25,0,10,1,0,13.13,0.33,2,9,12,0,FALSE
11,2,0,10,1,8,13,13,22,35,153.73,0.09,10.56,1623.78,0.05,90.21,3,2,0,4,2,2,0.18,2,1,0.5,0.14,2,6,1,0,14.55,0.5,1,6,14,9.09,FALSE
6,0,0,6,0,6,8,10,10,20,76.15,0.15,6.67,507.65,0.03,28.2,3,2,2,4,2,2,0.33,2,2,1,0.29,2,8,1,0,11.42,0.5,1,8,7,0,FALSE
19,0,4,19,0,17,14,28,42,70,346.79,0.09,11.53,3998.33,0.12,222.13,9,4,1,12,6,5,0.26,3,3,0.6,0.21,3,14,5,1,30.08,1,4,11,24,17.39,FALSE
47,9,4,40,7,45,18,66,83,149,890.61,0.08,13.2,11756.11,0.3,653.12,13,12,6,24,12,7,0.15,2,6,0.86,0.11,0,37,1,0,67.47,0.14,6,32,61,21.57,TRUE
16,3,4,13,3,25,16,38,52,90,482.18,0.08,12.16,5863.3,0.16,325.74,9,8,1,16,8,5,0.31,2,2,0.4,0.21,0,16,1,0,39.65,0.2,4,13,24,35,TRUE
6,1,0,6,0,5,6,7,14,21,72.65,0.24,4.2,305.12,0.02,16.95,5,4,2,8,4,3,0.5,2,2,0.67,0.38,1,11,1,0,17.3,0.33,2,10,8,0,FALSE
64,19,35,62,2,40,26,124,151,275,1662.21,0.02,40.3,66987,0.55,3721.5,15,14,3,28,14,8,0.13,2,2,0.25,0.07,0,36,4,0.43,41.25,0.5,7,30,119,37.37,FALSE
41,11,31,34,7,35,23,69,102,171,1001.71,0.04,22.67,22710.3,0.33,1261.68,17,10,1,20,10,11,0.27,2,4,0.36,0.13,0,30,1,0,44.18,0.09,5,21,84,52.78,FALSE
27,9,0,25,2,25,21,40,65,105,579.97,0.06,16.8,9743.56,0.19,541.31,12,2,6,8,4,8,0.3,4,6,0.75,0.22,0,20,4,0.43,34.52,0.5,3,14,37,7.41,FALSE
24,4,3,24,0,20,15,52,59,111,569.35,0.05,19.5,11102.33,0.19,616.8,11,8,4,18,9,6,0.25,2.25,4,0.67,0.19,2,22,4,0.6,29.2,0.67,5,18,32,11.11,FALSE
81,32,8,80,1,42,31,123,181,304,1881.71,0.02,45.39,85416.04,0.63,4745.34,24,6,2,14,7,19,0.23,2.33,18,0.95,0.16,1,58,1,0,41.45,0.05,4,41,122,10.11,FALSE
77,15,12,62,15,29,21,54,99,153,863.51,0.05,19.55,16883.11,0.29,937.95,21,18,2,38,19,11,0.14,2.11,3,0.27,0.1,0,48,5,0.4,44.17,0.45,10,39,105,30.34,FALSE
40,20,16,40,0,38,18,74,93,167,969.83,0.06,17.53,16997.52,0.32,944.31,13,10,7,22,11,7,0.18,2.2,6,0.86,0.09,1,30,3,0.33,55.34,0.43,6,25,77,28.57,FALSE
28,7,0,28,0,26,21,34,52,86,477.69,0.07,13.73,6559.11,0.16,364.4,8,2,5,4,2,6,0.21,2,5,0.83,0.17,1,19,1,0,34.79,0.17,1,15,36,0,TRUE
25,2,1,18,7,26,14,42,51,93,494.94,0.09,11.31,5596.62,0.16,310.92,11,6,1,16,8,6,0.24,2.67,3,0.5,0.21,0,19,5,0.8,43.77,0.83,5,15,29,30.77,FALSE
10,1,1,8,2,11,10,16,22,38,166.91,0.14,7.27,1213.88,0.06,67.44,5,4,3,8,4,3,0.3,2,3,1,0.23,0,11,1,0,22.95,0.33,2,10,13,27.27,FALSE
44,11,27,43,1,36,19,84,98,182,1052.21,0.05,22.17,23323.93,0.35,1295.77,11,10,1,20,10,6,0.14,2,3,0.5,0.07,1,22,1,0,47.47,0.17,5,18,83,39.44,FALSE
9,4,1,9,0,8,8,11,16,27,108,0.18,5.5,594,0.04,33,7,6,3,12,6,4,0.44,2,4,1,0.27,0,13,1,0,19.64,0.25,3,11,15,10,FALSE
7,0,0,7,0,4,9,9,14,23,85.11,0.1,10.13,861.74,0.03,47.87,3,2,1,4,2,2,0.29,2,2,1,0.25,1,7,1,0,8.41,0.5,1,7,8,0,FALSE
9,2,0,9,0,3,9,9,19,28,100.38,0.07,13.5,1355.12,0.03,75.28,7,6,0,12,6,4,0.44,2,1,0.25,0.33,2,13,4,1,7.44,1,3,11,12,0,FALSE
27,20,4,27,0,20,22,39,55,94,506.88,0.05,21.45,10872.53,0.17,604.03,12,6,3,14,7,7,0.26,2.33,4,0.57,0.13,5,22,1,0,23.63,0.14,4,17,52,12.9,TRUE
74,4,1,64,10,41,35,194,294,488,3048.99,0.01,82.8,252471.13,1.02,14026.17,24,14,3,28,14,16,0.22,2,5,0.31,0.2,0,49,1,0,36.82,0.06,7,35,80,14.67,FALSE
31,7,0,30,1,24,18,107,115,222,1197.09,0.02,40.13,48033.42,0.4,2668.52,7,6,2,12,6,4,0.13,2,3,0.75,0.1,2,16,1,0,29.83,0.25,3,14,39,3.23,FALSE
11,2,0,11,0,4,14,17,34,51,212.67,0.03,29.75,6326.82,0.07,351.49,13,10,1,22,11,7,0.64,2.2,5,0.71,0.5,0,25,6,0.83,7.15,0.86,6,20,14,0,FALSE
72,23,13,72,0,57,24,191,234,425,2694.44,0.02,40.21,108344.7,0.9,6019.15,51,34,0,84,42,26,0.36,2.47,1,0.04,0.24,0,86,13,0.48,67.01,0.5,25,62,109,15.29,FALSE
79,27,0,79,0,54,34,92,151,243,1569.64,0.03,28.96,45461.48,0.52,2525.64,25,2,20,4,2,23,0.29,2,22,0.96,0.21,1,51,1,0,54.19,0.04,1,30,107,0,FALSE
88,13,1,84,4,93,23,242,274,516,3538.72,0.03,29.92,105895.19,1.18,5883.07,71,56,16,126,65,36,0.41,2.25,24,0.67,0.29,0,150,15,0.4,118.25,0.42,35,116,124,5.62,FALSE
144,62,24,102,42,82,29,495,575,1070,7270.02,0.01,87.53,636348.83,2.42,35352.71,71,70,14,140,70,36,0.25,2,17,0.47,0.15,0,183,1,0,83.06,0.03,35,149,239,39.29,FALSE
9,2,0,9,0,7,14,19,26,45,197.65,0.05,19,3755.43,0.07,208.64,7,6,1,12,6,4,0.44,2,2,0.5,0.33,0,14,3,0.67,10.4,0.75,3,12,12,0,FALSE
14,6,4,12,2,12,16,30,36,66,317.29,0.05,20,6345.71,0.11,352.54,9,8,1,16,8,5,0.36,2,2,0.4,0.2,0,16,1,0,15.86,0.2,4,13,25,33.33,FALSE
14,9,8,14,0,18,10,28,33,61,293.25,0.13,7.78,2280.82,0.1,126.71,3,2,2,4,2,2,0.14,2,2,1,0.06,0,8,1,0,37.7,0.5,1,8,32,36.36,FALSE
12,3,1,10,2,18,13,23,32,55,272.48,0.12,8.31,2263.1,0.09,125.73,7,4,3,10,5,4,0.33,2.5,2,0.5,0.24,0,14,1,0,32.81,0.25,3,12,17,23.08,FALSE
20,2,0,20,0,17,11,23,28,51,245.18,0.13,7.44,1824.39,0.08,101.36,3,2,2,4,2,2,0.1,2,2,1,0.09,1,7,1,0,32.95,0.5,1,7,23,0,FALSE
13,8,0,13,0,17,16,22,32,54,272.4,0.1,10.35,2820.11,0.09,156.67,3,2,2,4,2,2,0.15,2,2,1,0.09,1,7,1,0,26.31,0.5,1,7,22,0,FALSE
43,16,1,43,0,43,14,82,104,186,1084.92,0.07,13.35,14482.39,0.36,804.58,17,12,5,28,14,9,0.21,2.33,7,0.78,0.15,1,36,7,0.75,81.27,0.78,8,29,61,2.27,TRUE
22,12,0,22,0,25,17,41,59,100,539.23,0.07,13.94,7516.89,0.18,417.61,9,6,2,14,7,5,0.23,2.33,4,0.8,0.14,1,15,5,1,38.68,1,4,12,35,0,TRUE
21,1,0,21,0,21,13,46,51,97,493.48,0.07,14.24,7026.27,0.16,390.35,7,6,4,12,6,4,0.19,2,2,0.5,0.17,3,24,1,0,34.66,0.25,3,22,23,0,FALSE
167,39,49,166,1,136,20,304,367,671,4888.5,0.04,22.35,109272.46,1.63,6070.69,51,50,6,100,50,26,0.16,2,23,0.88,0.1,0,122,1,0,218.7,0.04,25,98,263,23.15,TRUE
10,2,0,10,0,6,7,14,15,29,107.31,0.12,8.17,876.39,0.04,48.69,5,4,0,8,4,3,0.3,2,1,0.33,0.23,0,11,1,0,13.14,0.33,2,10,13,0,FALSE
34,7,3,34,0,27,16,44,56,100,542.63,0.08,13.04,7074.24,0.18,393.01,7,2,4,4,2,5,0.15,2,5,1,0.11,1,14,1,0,41.62,0.2,1,11,45,8.1,FALSE
7,2,0,7,0,6,6,6,10,16,57.36,0.33,3,172.08,0.02,9.56,3,2,3,4,2,2,0.29,2,2,1,0.2,0,7,1,0,19.12,0.5,1,7,10,0,FALSE
44,19,0,44,0,39,16,109,138,247,1428,0.04,22.36,31928.52,0.48,1773.81,15,14,3,28,14,8,0.18,2,8,1,0.13,0,40,6,0.71,63.87,0.75,7,34,64,0,FALSE
27,9,6,27,0,36,21,84,101,185,1079.08,0.04,24.5,26437.57,0.36,1468.75,11,10,2,20,10,6,0.22,2,5,0.83,0.14,0,26,1,0,44.04,0.17,5,22,43,18.18,FALSE
9,1,0,9,0,13,16,20,29,49,238.04,0.08,12.31,2929.74,0.08,162.76,3,2,1,4,2,2,0.22,2,2,1,0.18,0,6,1,0,19.34,0.5,1,6,11,0,FALSE
20,2,3,20,0,19,19,38,53,91,477.56,0.05,19,9073.67,0.16,504.09,13,10,5,22,11,7,0.35,2.2,4,0.57,0.33,1,28,7,1,25.13,1,6,23,21,13.04,FALSE
10,1,0,10,0,4,11,14,28,42,164.09,0.05,19.25,3158.72,0.05,175.48,9,6,0,14,7,5,0.5,2.33,1,0.2,0.42,0,17,3,0.5,8.52,0.6,4,14,12,0,FALSE
32,13,4,32,0,23,11,41,57,98,498.57,0.1,9.8,4888.17,0.17,271.56,17,16,6,32,16,9,0.28,2,7,0.78,0.18,1,34,1,0,50.85,0.11,8,27,50,11.11,FALSE
50,1,0,49,1,39,30,171,213,384,2345.67,0.02,65.77,154273.13,0.78,8570.73,36,28,2,56,28,21,0.42,2,6,0.29,0.4,4,77,9,0.4,35.67,0.43,14,58,52,2,FALSE
53,48,26,51,2,70,17,138,158,296,1907.11,0.06,16.76,31957.74,0.64,1775.43,5,2,7,6,3,3,0.06,3,2,0.67,0.02,0,14,3,1,113.81,1,2,13,128,35.44,FALSE
17,5,2,16,1,25,16,46,61,107,573.26,0.07,14.72,8438.36,0.19,468.8,3,2,3,4,2,2,0.12,2,2,1,0.08,0,9,1,0,38.94,0.5,1,9,25,15.79,FALSE
13,2,0,13,0,8,12,17,25,42,181.52,0.08,12.75,2314.39,0.06,128.58,7,4,2,8,4,4,0.31,2,3,0.75,0.25,0,15,1,0,14.24,0.25,2,13,16,0,FALSE
17,3,0,17,0,19,16,50,62,112,574.48,0.05,21.05,12094.31,0.19,671.91,13,12,5,24,12,7,0.41,2,6,0.86,0.33,0,32,6,0.83,27.29,0.86,6,27,21,0,FALSE
12,6,0,12,0,11,12,18,25,43,194.51,0.1,9.82,1909.77,0.06,106.1,3,2,1,4,2,2,0.17,2,2,1,0.11,1,6,1,0,19.81,0.5,1,6,19,0,FALSE
10,4,3,9,1,9,8,20,21,41,167.59,0.11,8.89,1489.65,0.06,82.76,3,2,0,4,2,2,0.2,2,1,0.5,0.11,0,6,1,0,18.85,0.5,1,6,18,30.77,FALSE
20,1,0,20,0,25,18,57,70,127,689.14,0.05,20.52,14141.06,0.23,785.61,13,12,4,24,12,7,0.35,2,3,0.43,0.32,0,32,4,0.5,33.58,0.57,6,27,22,0,FALSE
12,1,0,12,0,11,13,17,31,48,220.08,0.1,10.05,2210.79,0.07,122.82,7,6,0,12,6,4,0.33,2,1,0.25,0.29,0,14,1,0,21.91,0.25,3,12,14,0,FALSE
23,12,0,23,0,28,15,44,57,101,548.05,0.08,11.79,6459.19,0.18,358.84,7,6,1,12,6,4,0.17,2,4,1,0.11,1,12,1,0,46.5,0.25,3,10,36,0,TRUE
15,8,2,15,0,18,14,26,34,60,300,0.1,10.11,3033.33,0.1,168.52,5,4,2,8,4,3,0.2,2,3,1,0.12,3,12,1,0,29.67,0.33,2,11,26,11.76,FALSE
39,6,1,39,0,40,16,60,75,135,783.99,0.08,12,9407.91,0.26,522.65,11,10,2,20,10,6,0.15,2,3,0.5,0.13,3,26,1,0,65.33,0.17,5,22,47,2.5,FALSE
10,1,0,10,0,10,16,27,36,63,296.13,0.05,21.6,6396.36,0.1,355.35,13,8,1,20,10,7,0.7,2.5,3,0.43,0.58,1,22,1,0,13.71,0.14,6,17,12,0,FALSE
83,32,22,80,3,58,33,142,183,325,2115.03,0.02,40.4,85440.05,0.71,4746.67,39,30,8,64,32,20,0.24,2.13,7,0.35,0.14,3,74,15,0.74,52.36,0.75,17,56,145,23.81,FALSE
19,1,0,19,0,27,13,54,57,111,590.73,0.08,13,7679.54,0.2,426.64,9,8,3,16,8,5,0.26,2,5,1,0.24,0,24,1,0,45.44,0.2,4,21,21,0,FALSE
33,24,12,31,2,25,23,63,95,158,882.42,0.03,28.98,25572.65,0.29,1420.7,7,6,4,12,6,4,0.12,2,4,1,0.06,2,22,1,0,30.45,0.25,3,20,70,31.11,FALSE
19,6,9,17,2,18,12,24,34,58,284.6,0.13,8,2276.8,0.09,126.49,9,6,2,12,6,5,0.26,2,4,0.8,0.14,1,20,1,0,35.57,0.2,3,17,35,39.29,FALSE
42,5,10,37,5,69,12,95,126,221,1401.11,0.12,8.26,11574.36,0.47,643.02,11,10,7,20,10,6,0.14,2,6,1,0.1,0,31,1,0,169.61,0.17,5,27,58,28.85,FALSE
11,1,0,10,1,9,14,15,21,36,162.85,0.09,11.67,1899.9,0.05,105.55,5,4,0,8,4,3,0.27,2,1,0.33,0.23,2,10,1,0,13.96,0.33,2,9,13,9.09,FALSE
36,4,5,36,0,32,19,91,102,193,1094.78,0.04,27.02,29576.11,0.36,1643.12,29,28,4,56,28,15,0.42,2,8,0.53,0.33,0,61,1,0,40.52,0.07,14,48,46,12.2,FALSE
52,5,0,52,0,17,13,101,148,249,1221.82,0.03,38.62,47183.65,0.41,2621.31,49,16,0,56,28,25,0.48,3.5,1,0.04,0.43,4,65,25,1,31.64,1,20,42,58,0,FALSE
11,1,0,11,0,10,13,22,29,51,230.7,0.07,14.3,3299.03,0.08,183.28,9,8,1,16,8,5,0.45,2,3,0.6,0.38,0,18,1,0,16.12,0.2,4,15,13,0,FALSE
6,0,0,6,0,2,6,4,9,13,39,0.17,6,234,0.01,13,3,2,0,4,2,2,0.33,2,1,0.5,0.29,2,6,1,0,6.5,0.5,1,6,7,0,FALSE
41,14,12,41,0,56,21,151,192,343,2149.51,0.04,28.31,60857.94,0.72,3381,3,2,2,4,2,2,0.05,2,2,1,0.03,0,14,1,0,75.92,0.5,1,14,68,22.64,FALSE
27,1,0,22,5,15,22,64,82,146,760.58,0.02,46.93,35696.56,0.25,1983.14,11,10,1,20,10,6,0.22,2,2,0.33,0.21,1,24,4,0.6,16.21,0.67,5,20,29,18.52,FALSE
57,25,19,57,0,52,27,86,125,211,1330.1,0.04,22.33,29696.99,0.44,1649.83,13,6,15,12,6,9,0.16,2,9,1,0.09,0,38,1,0,59.57,0.11,3,31,102,25,FALSE
60,13,0,58,2,35,25,74,109,183,1080.96,0.04,26.43,28568.25,0.36,1587.13,16,4,3,10,5,12,0.2,2.5,7,0.58,0.16,1,34,4,0.27,40.9,0.33,3,24,74,3.33,TRUE
17,1,0,17,0,24,12,51,59,110,568.69,0.08,12.75,7250.82,0.19,402.82,13,10,1,22,11,7,0.41,2.2,6,0.86,0.37,3,24,6,0.83,44.6,0.86,6,19,19,0,FALSE
36,10,2,34,2,37,15,117,137,254,1447.91,0.04,23.72,34338.99,0.48,1907.72,5,4,4,8,4,3,0.08,2,1,0.33,0.06,0,13,1,0,61.05,0.33,2,12,49,10.53,TRUE
19,2,0,19,0,23,15,58,72,130,682.23,0.05,18.91,12903.06,0.23,716.84,13,12,3,24,12,7,0.37,2,4,0.57,0.32,0,30,7,1,36.07,1,6,25,22,0,FALSE
12,0,0,11,1,17,13,29,29,58,284.6,0.09,11.09,3155.71,0.09,175.32,5,4,4,8,4,3,0.25,2,2,0.67,0.23,0,14,1,0,25.67,0.33,2,13,13,8.33,FALSE
19,14,5,17,2,15,14,25,41,66,320.63,0.09,11.67,3740.65,0.11,207.81,9,8,6,16,8,5,0.26,2,5,1,0.13,0,22,1,0,27.48,0.2,4,19,39,29.17,FALSE
45,1,0,36,9,35,19,54,74,128,736.63,0.07,14.66,10796.83,0.25,599.82,13,12,2,24,12,5,0.11,2,3,0.6,0.11,0,32,1,0,50.26,0.2,6,27,46,20,FALSE
602,225,40,600,2,538,99,1144,1641,2785,25942.69,0.01,105.26,2730637.23,8.65,151702.06,236,188,15,384,192,136,0.23,2.04,123,0.9,0.16,2,581,123,0.9,246.47,0.9,98,447,868,6.54,TRUE
14,5,0,14,0,12,13,17,33,50,232.19,0.11,9.21,2138.11,0.08,118.78,3,2,2,4,2,2,0.14,2,2,1,0.1,0,9,1,0,25.22,0.5,1,9,20,0,FALSE
18,10,6,14,4,17,14,33,39,72,356.7,0.07,13.59,4846.95,0.12,269.28,9,8,3,16,8,5,0.28,2,2,0.4,0.14,1,20,3,0.5,26.25,0.6,4,17,35,41.67,FALSE
17,0,0,17,0,13,10,29,34,63,284.98,0.09,11.15,3178.67,0.09,176.59,7,6,2,12,6,4,0.24,2,3,0.75,0.22,2,13,1,0,25.55,0.25,3,11,18,0,FALSE
16,8,2,16,0,10,11,40,57,97,426.05,0.05,22,9373.21,0.14,520.73,13,4,1,16,8,7,0.44,4,3,0.43,0.26,0,21,7,1,19.37,1,6,16,27,11.11,FALSE
28,10,0,26,2,32,12,78,97,175,955.4,0.07,14.63,13972.73,0.32,776.26,3,2,5,4,2,2,0.07,2,2,1,0.05,0,9,1,0,65.33,0.5,1,9,39,7.14,FALSE
23,13,9,21,2,22,21,63,78,141,765.1,0.03,30.07,23005.27,0.26,1278.07,11,10,0,20,10,6,0.26,2,1,0.17,0.13,0,22,1,0,25.45,0.17,5,18,46,34.38,FALSE
15,9,1,15,0,15,14,25,37,62,301.19,0.09,11.67,3513.94,0.1,195.22,5,4,2,8,4,3,0.2,2,3,1,0.12,1,10,1,0,25.82,0.33,2,9,26,6.25,FALSE
