@relation MW1
 
@attribute LOC_BLANK numeric
@attribute BRANCH_COUNT numeric
@attribute CALL_PAIRS numeric
@attribute LOC_CODE_AND_COMMENT numeric
@attribute LOC_COMMENTS numeric
@attribute CONDITION_COUNT numeric
@attribute CYCLOMATIC_COMPLEXITY numeric
@attribute CYCLOMATIC_DENSITY numeric
@attribute DECISION_COUNT numeric
@attribute DECISION_DENSITY numeric
@attribute DESIGN_COMPLEXITY numeric
@attribute DESIGN_DENSITY numeric
@attribute EDGE_COUNT numeric
@attribute ESSENTIAL_COMPLEXITY numeric
@attribute ESSENTIAL_DENSITY numeric
@attribute LOC_EXECUTABLE numeric
@attribute PARAMETER_COUNT numeric
@attribute HALSTEAD_CONTENT numeric
@attribute HALSTEAD_DIFFICULTY numeric
@attribute HALSTEAD_EFFORT numeric
@attribute HALSTEAD_ERROR_EST numeric
@attribute HALSTEAD_LENGTH numeric
@attribute HALSTEAD_LEVEL numeric
@attribute HALSTEAD_PROG_TIME numeric
@attribute HALSTEAD_VOLUME numeric
@attribute MAINTENANCE_SEVERITY numeric
@attribute MODIFIED_CONDITION_COUNT numeric
@attribute MULTIPLE_CONDITION_COUNT numeric
@attribute NODE_COUNT numeric
@attribute NORMALIZED_CYLOMATIC_COMPLEXITY numeric
@attribute NUM_OPERANDS numeric
@attribute NUM_OPERATORS numeric
@attribute NUM_UNIQUE_OPERANDS numeric
@attribute NUM_UNIQUE_OPERATORS numeric
@attribute NUMBER_OF_LINES numeric
@attribute PERCENT_COMMENTS numeric
@attribute LOC_TOTAL numeric
@attribute c {FALSE,TRUE}

@data
59,15,1,59,0,53,29,92,165,257,1633.89,0.04,25.17,41124.72,0.54,2284.71,22,4,16,8,4,19,0.32,2,19,1,0.25,1,53,1,0,64.91,0.05,2,36,76,1.67,FALSE
18,1,0,18,0,19,8,21,25,46,218.72,0.23,4.42,966.99,0.07,53.72,5,4,4,8,4,3,0.17,2,3,1,0.15,0,13,1,0,49.47,0.33,2,12,20,0,TRUE
64,21,2,64,0,56,28,83,139,222,1419.09,0.05,20.75,29446.21,0.47,1635.9,22,4,18,8,4,19,0.3,2,19,1,0.22,1,54,1,0,68.39,0.05,2,37,88,3.03,FALSE
18,2,3,18,0,16,11,32,50,82,389.9,0.09,11,4288.91,0.13,238.27,13,8,6,20,10,7,0.39,2.5,6,0.86,0.29,0,27,1,0,35.45,0.14,6,22,24,14.29,FALSE
5,1,0,5,0,5,8,9,9,18,66.61,0.14,7.2,479.58,0.02,26.64,3,2,1,4,2,2,0.4,2,2,1,0.29,2,7,1,0,9.25,0.5,1,7,7,0,FALSE
13,4,2,13,0,14,6,19,25,44,190.16,0.25,4.07,774.24,0.06,43.01,3,2,6,4,2,2,0.15,2,2,1,0.1,1,12,1,0,46.71,0.5,1,12,20,13.33,FALSE
10,0,1,10,0,8,8,21,22,43,172,0.1,10.5,1806,0.06,100.33,3,2,0,4,2,2,0.2,2,1,0.5,0.17,0,7,1,0,16.37,0.5,1,7,12,9.09,FALSE
9,2,1,9,0,15,12,19,28,47,223.48,0.13,7.6,1698.45,0.07,94.36,7,2,5,8,4,4,0.44,4,2,0.5,0.31,0,16,4,1,29.41,1,3,14,13,10,TRUE
19,6,4,19,0,21,8,35,41,76,369.21,0.15,6.67,2461.38,0.12,136.74,13,8,8,20,10,7,0.37,2.5,7,1,0.23,0,34,1,0,55.38,0.14,6,29,30,17.39,FALSE
12,1,1,12,0,9,16,17,36,53,246.12,0.07,15.11,3719.21,0.08,206.62,5,4,1,8,4,3,0.25,2,1,0.33,0.2,0,12,1,0,16.29,0.33,2,11,15,7.69,FALSE
9,1,2,9,0,9,10,13,13,26,110.45,0.14,7.22,797.67,0.04,44.31,3,2,1,4,2,2,0.22,2,2,1,0.15,1,8,1,0,15.29,0.5,1,8,13,18.18,FALSE
28,4,0,28,0,24,12,41,40,81,418.76,0.1,10.25,4292.33,0.14,238.46,3,2,3,4,2,2,0.07,2,2,1,0.06,2,7,1,0,40.86,0.5,1,7,33,0,FALSE
9,1,6,9,0,7,8,8,14,22,85.95,0.22,4.57,392.92,0.03,21.83,9,2,2,10,5,5,0.56,5,3,0.6,0.29,1,14,5,1,18.8,1,4,11,17,40,FALSE
67,23,32,66,1,57,22,90,111,201,1267.06,0.06,17.37,22006.83,0.42,1222.6,31,20,9,52,26,16,0.24,2.6,8,0.5,0.13,3,67,12,0,72.95,0.75,16,53,123,33.33,TRUE
13,3,0,13,0,12,10,20,22,42,187.3,0.12,8.33,1560.8,0.06,86.71,5,4,2,8,4,3,0.23,2,3,1,0.18,0,10,1,0,22.48,0.33,2,9,17,0,FALSE
37,3,4,37,0,35,19,51,76,127,730.87,0.07,13.84,10117.34,0.24,562.07,7,2,5,4,2,5,0.14,2,5,1,0.11,1,20,1,0,52.8,0.2,1,17,45,9.76,FALSE
15,5,3,15,0,14,19,23,30,53,267.35,0.06,15.61,4172.6,0.09,231.81,5,4,1,8,4,3,0.2,2,2,0.67,0.13,2,10,1,0,17.13,0.33,2,9,24,16.67,FALSE
30,3,5,30,0,41,11,75,102,177,1008.98,0.1,10.06,10151.3,0.34,563.96,5,4,3,8,4,3,0.1,2,3,1,0.08,1,19,1,0,100.29,0.33,2,18,39,14.29,TRUE
25,4,1,25,0,20,13,32,42,74,373.29,0.1,10.4,3882.17,0.12,215.68,13,10,4,22,11,7,0.28,2.2,6,0.86,0.23,0,32,4,0,35.89,0.57,6,27,31,3.85,FALSE
46,9,4,46,0,50,29,114,172,286,1802.88,0.03,33.06,59603.26,0.6,3311.29,28,8,6,16,8,22,0.48,2,21,0.95,0.37,2,59,1,0,54.53,0.05,4,39,60,8,FALSE
15,5,3,15,0,13,12,23,29,52,241.48,0.09,10.62,2563.41,0.08,142.41,5,4,2,8,4,3,0.2,2,2,0.67,0.13,0,11,1,0,22.75,0.33,2,10,24,16.67,FALSE
9,2,2,9,0,10,7,14,16,30,122.62,0.2,4.9,600.86,0.04,33.38,3,2,2,4,2,2,0.22,2,2,1,0.14,0,8,1,0,25.03,0.5,1,8,14,18.18,FALSE
30,5,0,30,0,31,14,58,80,138,757.88,0.08,13.1,9925.73,0.25,551.43,7,6,5,12,6,4,0.13,2,4,1,0.11,0,17,1,0,57.87,0.25,3,15,36,0,FALSE
16,3,4,16,0,14,9,21,22,43,194.51,0.15,6.75,1312.96,0.06,72.94,7,6,3,12,6,4,0.25,2,3,0.75,0.17,1,16,1,0,28.82,0.25,3,14,24,20,FALSE
58,14,13,58,0,44,23,90,112,202,1225.35,0.04,23.52,28823.57,0.41,1601.31,23,18,11,38,19,12,0.21,2.11,9,0.75,0.14,2,58,4,0,52.09,0.33,10,48,86,18.31,FALSE
21,3,0,21,0,21,9,28,40,68,333.67,0.17,6,2002.01,0.11,111.22,7,6,3,12,6,4,0.19,2,4,1,0.16,0,19,1,0,55.61,0.25,3,17,25,0,FALSE
10,4,5,10,0,13,14,20,23,43,204.46,0.09,10.77,2201.88,0.07,122.33,9,6,3,16,8,5,0.5,2.67,4,0.8,0.25,1,18,1,0,18.99,0.2,5,15,20,33.33,FALSE
20,4,2,20,0,18,14,29,38,67,335,0.09,11.28,3778.06,0.11,209.89,11,6,4,16,8,6,0.3,2.67,4,0.67,0.22,0,20,5,0,29.7,0.83,5,16,27,9.09,FALSE
4,0,0,4,0,5,5,5,6,11,36.54,0.4,2.5,91.35,0.01,5.08,3,2,2,4,2,2,0.5,2,2,1,0.4,0,6,1,0,14.62,0.5,1,6,5,0,FALSE
11,0,2,11,0,8,21,15,32,47,228.33,0.05,19.69,4495.15,0.08,249.73,9,6,0,14,7,5,0.45,2.33,1,0.2,0.36,2,16,5,1,11.6,1,4,13,14,15.38,FALSE
13,2,4,13,0,7,14,17,28,45,197.65,0.06,17,3360.12,0.07,186.67,5,4,1,8,4,3,0.23,2,2,0.67,0.15,3,11,1,0,11.63,0.33,2,10,20,23.53,FALSE
7,0,0,7,0,3,5,5,7,12,36,0.24,4.17,150,0.01,8.33,3,2,1,4,2,2,0.29,2,2,1,0.25,0,5,1,0,8.64,0.5,1,5,8,0,FALSE
64,11,5,64,0,54,17,126,138,264,1623.53,0.05,19.83,32200.08,0.54,1788.89,35,24,10,58,29,18,0.28,2.42,12,0.67,0.22,3,85,10,0,81.86,0.56,17,69,81,7.25,FALSE
9,3,2,9,0,12,8,16,17,33,142.62,0.19,5.33,760.66,0.05,42.26,3,2,4,4,2,2,0.22,2,2,1,0.13,1,9,1,0,26.74,0.5,1,9,15,18.18,FALSE
10,1,0,10,0,11,9,14,16,30,129.66,0.17,5.73,742.59,0.04,41.25,3,2,2,4,2,2,0.2,2,2,1,0.17,3,7,1,0,22.64,0.5,1,7,12,0,FALSE
24,4,2,24,0,32,8,42,51,93,494.94,0.19,5.25,2598.43,0.16,144.36,9,6,14,12,6,5,0.21,2,5,1,0.16,2,32,1,0,94.27,0.2,3,29,31,7.69,FALSE
28,4,3,28,0,21,14,34,49,83,425.73,0.09,11.33,4824.95,0.14,268.05,11,6,6,12,6,7,0.25,2,7,1,0.19,0,26,1,0,37.56,0.14,3,21,36,9.68,FALSE
64,9,7,64,0,41,17,122,128,250,1464.5,0.04,25.29,37041.01,0.49,2057.83,11,6,3,12,6,7,0.11,2,4,0.57,0.09,0,29,1,0,57.9,0.14,3,24,81,9.86,FALSE
18,3,4,17,1,17,10,24,34,58,275.78,0.14,7.06,1946.71,0.09,108.15,3,2,5,4,2,2,0.11,2,2,1,0.08,2,11,1,0,39.07,0.5,1,11,26,22.73,FALSE
112,30,25,112,0,88,27,226,257,483,3306.37,0.03,34.67,114633.41,1.1,6368.52,50,36,17,82,41,26,0.23,2.28,20,0.77,0.15,0,134,9,0,95.37,0.35,23,110,168,18.25,TRUE
12,2,0,12,0,12,11,14,25,39,176.42,0.16,6.42,1132.02,0.06,62.89,7,6,4,12,6,4,0.33,2,3,0.75,0.27,0,15,1,0,27.49,0.25,3,13,15,0,FALSE
11,3,2,11,0,8,4,12,16,28,100.38,0.33,3,301.14,0.03,16.73,3,2,5,4,2,2,0.18,2,2,1,0.12,1,11,1,0,33.46,0.5,1,11,17,15.38,FALSE
58,11,15,58,0,56,44,72,98,170,1129.46,0.04,28.29,31947.46,0.38,1774.86,12,2,10,6,3,9,0.16,3,8,0.89,0.11,0,29,1,0,39.93,0.11,2,22,85,20.55,FALSE
10,0,0,10,0,12,8,12,23,35,151.27,0.25,4,605.07,0.05,33.61,7,6,2,12,6,4,0.4,2,2,0.5,0.36,0,14,1,0,37.82,0.25,3,12,11,0,FALSE
30,6,3,30,0,30,16,54,63,117,646.26,0.07,14.4,9306.1,0.22,517.01,5,4,6,8,4,3,0.1,2,3,1,0.08,1,19,1,0,44.88,0.33,2,18,40,9.09,FALSE
32,4,1,32,0,33,16,51,59,110,617.62,0.08,12.36,7636.01,0.21,424.22,19,14,6,32,16,10,0.31,2.29,9,0.9,0.26,0,37,4,0,49.95,0.4,9,29,38,3.03,FALSE
16,2,1,16,0,13,6,18,24,42,178.41,0.24,4.15,741.1,0.06,41.17,7,6,4,12,6,4,0.25,2,4,1,0.2,0,19,4,1,42.95,1,3,17,20,5.88,FALSE
5,1,1,5,0,6,6,6,8,14,50.19,0.33,3,150.57,0.02,8.36,3,2,2,4,2,2,0.4,2,2,1,0.25,0,6,1,0,16.73,0.5,1,6,8,16.67,FALSE
40,14,6,40,0,48,15,65,82,147,878.66,0.1,10.16,8923.89,0.29,495.77,17,12,12,28,14,9,0.23,2.33,8,0.89,0.15,0,48,5,0,86.51,0.56,8,41,61,13.04,FALSE
7,3,3,7,0,8,12,12,16,28,121.01,0.11,9,1089.13,0.04,60.51,3,2,2,4,2,2,0.29,2,1,0.5,0.14,3,7,1,0,13.45,0.5,1,7,14,30,FALSE
8,3,3,8,0,7,10,13,19,32,130.8,0.11,9.29,1214.56,0.04,67.48,3,2,0,4,2,2,0.25,2,1,0.5,0.13,1,6,1,0,14.09,0.5,1,6,15,27.27,FALSE
11,3,1,11,0,11,6,26,27,53,216.64,0.14,7.09,1536.14,0.07,85.34,3,2,4,4,2,2,0.18,2,2,1,0.13,3,11,1,0,30.55,0.5,1,11,16,8.33,FALSE
39,7,2,39,0,28,26,55,75,130,748.14,0.04,25.54,19104.17,0.25,1061.34,10,6,1,12,6,6,0.15,2,5,0.83,0.12,0,21,1,0,29.3,0.17,3,17,49,4.88,FALSE
80,17,18,80,0,71,21,125,151,276,1800.5,0.05,18.49,33283.94,0.6,1849.11,43,34,13,76,38,22,0.28,2.24,17,0.77,0.19,2,103,12,0,97.4,0.55,21,83,116,18.37,FALSE
49,16,8,49,0,50,18,90,103,193,1174.88,0.06,16.2,19033.06,0.39,1057.39,23,16,10,38,19,12,0.24,2.38,9,0.75,0.16,1,57,7,0,72.52,0.58,11,47,74,14.04,FALSE
10,2,0,10,0,14,11,19,23,42,195.04,0.13,7.46,1455.85,0.07,80.88,3,2,2,4,2,2,0.2,2,2,1,0.15,0,9,1,0,26.13,0.5,1,9,13,0,FALSE
8,2,0,8,0,7,13,13,16,29,125.34,0.08,12.07,1512.98,0.04,84.05,3,2,1,4,2,2,0.25,2,2,1,0.18,1,7,1,0,10.38,0.5,1,7,11,0,FALSE
38,9,3,38,0,37,20,55,70,125,729.11,0.07,14.86,10838.14,0.24,602.12,7,2,9,4,2,5,0.13,2,5,1,0.1,0,26,1,0,49.05,0.2,1,23,51,7.32,FALSE
31,6,5,31,0,22,17,36,58,94,496.83,0.07,13.91,6910.42,0.17,383.91,15,6,7,14,7,9,0.29,2.33,6,0.67,0.21,0,32,1,0,35.72,0.11,4,25,43,13.89,FALSE
22,4,0,22,0,18,13,25,41,66,326.98,0.11,9.03,2951.88,0.11,163.99,7,2,6,4,2,5,0.23,2,5,1,0.19,0,17,1,0,36.22,0.2,1,14,27,0,FALSE
25,1,0,9,16,33,7,53,56,109,580.09,0.18,5.62,3260.81,0.19,181.16,3,2,2,4,2,2,0.08,2,2,1,0.07,0,21,1,0,103.2,0.5,1,21,27,64,FALSE
22,3,2,22,0,22,14,36,51,87,449.78,0.09,11.45,5152.07,0.15,286.23,5,2,6,4,2,3,0.14,2,3,1,0.11,0,17,1,0,39.27,0.33,1,16,28,8.33,FALSE
